	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Artist Popilarity	Song Popularity	Duration_ms	Time Signature
9313	2010	Anberlin	Dark Is The Way, Light Is A Place	0.499	0.959	2	-5.57	1	0.111	0.000176	0.000355	0.348	0.341	159.998	57	42	243573	4
9314	2000	Nichole Nordeman	This Mystery	0.27	0.168	10	-12.965	1	0.0349	0.943	0.0	0.122	0.187	177.552	46	27	246307	3
9315	2007	Jens Lekman	Night Falls Over Kortedala	0.476	0.628	0	-5.923	1	0.0438	0.232	0.0	0.0903	0.546	141.287	48	30	261813	4
9316	2007	Soda Stereo	Me Verás Volver (Hits & Más)	0.602	0.916	4	-5.418	0	0.0399	0.0123	0.00134	0.133	0.549	101.212	76	70	292267	4
9317	2001	Damian Marley	Halfway Tree	0.76	0.753	11	-2.964	0	0.334	0.148	0.0	0.132	0.881	90.232	70	27	325067	4
9318	2010	Jay Rock	From Hood Tales to the Cover of XXL	0.627	0.647	2	-10.611	0	0.253	0.513	0.0	0.18	0.674	88.028	77	37	191893	4
9319	2017	Meek Mill	Wins & Losses (Deluxe)	0.683	0.854	2	-3.915	1	0.196	0.0948	0.0	0.267	0.131	92.006	81	58	189057	4
9320	2005	Red Sovine	Teddy Bear	0.712	0.453	1	-10.64	1	0.317	0.617	0.0	0.127	0.59	115.94	39	26	263680	4
9321	2017	Brett Eldredge	Brett Eldredge	0.445	0.227	2	-11.068	1	0.0328	0.834	0.0	0.115	0.195	91.426	70	54	181560	4
9322	2014	HyunA	A Talk	0.586	0.916	9	-1.83	1	0.0712	0.0027	0.0	0.402	0.537	163.787	63	60	199889	4
9323	2011	Duelo	Vuela Muy Alto	0.779	0.593	10	-6.589	1	0.036	0.154	0.0	0.359	0.853	142.757	68	40	217373	4
9324	2017	Demi Lovato	Tell Me You Love Me (Deluxe)	0.303	0.525	8	-6.115	0	0.0717	0.332	3.27e-06	0.119	0.285	77.94	87	52	197480	4
9325	2004	Papa Roach	Getting Away With Murder	0.39	0.962	3	-3.304	0	0.0907	0.012	0.0	0.12	0.37	164.159	75	48	189826	4
9326	2004	Banda El Recodo, La Arrolladora Banda El Limon	Banda El Recodo Vs La Arrolladora Banda El Limon	0.727	0.451	10	-8.237	1	0.039	0.807	2.43e-05	0.129	0.976	108.451	23	38	147840	4
9327	2016	Happy People	Comfort	0.555	0.0404	0	-22.714	1	0.0594	0.993	0.902	0.1	0.456	118.647	40	51	153760	4
9328	2008	Martin Briley	Salt In My Tears	0.584	0.768	9	-5.554	1	0.0427	0.0742	0.0	0.0795	0.781	121.144	19	29	210747	4
9329	2006	Liquid Soul	Evolution	0.648	0.94	1	-5.681	0	0.0422	0.00876	0.888	0.141	0.788	126.211	47	33	193253	4
9330	2000	Rajesh Roshan	Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack)	0.655	0.858	9	-7.67	1	0.0621	0.0846	0.0355	0.0454	0.837	130.608	24	37	423667	4
9331	2009	Matt Hires	Take Us To The Start	0.581	0.844	9	-3.701	1	0.0326	0.124	0.0	0.0942	0.654	127.056	36	31	248533	4
9332	2002	Raphael Saadiq	Instant Vintage	0.705	0.606	2	-7.182	1	0.13	0.0181	0.00052	0.106	0.502	93.266	58	34	259460	4
9333	2011	Fucked Up	David Comes To Life	0.414	0.946	4	-3.822	1	0.0783	0.0451	0.000137	0.109	0.151	138.986	46	39	296600	4
9334	2010	Zac Brown Band	You Get What You Give	0.576	0.824	8	-5.473	1	0.0534	0.133	8.65e-06	0.0664	0.715	181.963	75	33	242853	4
9335	2006	The Little Willies	The Little Willies	0.808	0.292	2	-9.853	1	0.0322	0.752	0.000281	0.0969	0.504	111.535	37	29	163813	4
9336	2010	Ice Nine Kills	Safe Is Just A Shadow	0.322	0.934	8	-4.066	1	0.12	0.0159	0.0	0.418	0.542	113.199	67	44	262160	3
9337	2017	Lil Uzi Vert	Luv Is Rage 2 (Deluxe)	0.773	0.75	8	-4.009	0	0.117	0.109	0.0	0.174	0.783	123.426	89	73	220587	4
9338	2002	Death Cab for Cutie	You Can Play These Songs With Chords	0.14	0.755	4	-9.418	1	0.0419	0.591	2.4e-05	0.104	0.55	181.794	70	24	242533	4
9339	2010	Julia Stone	The Memory Machine	0.601	0.194	0	-14.663	1	0.0298	0.475	0.41	0.294	0.272	104.005	74	32	211693	4
9340	2005	Dwele	Some Kinda...	0.754	0.476	10	-8.888	0	0.256	0.45	3.71e-06	0.354	0.629	92.994	52	28	257000	4
9341	2008	Various Artists	Dr. Horrible's Sing-Along Blog (Motion Picture Soundtrack)	0.81	0.178	0	-12.008	1	0.0613	0.729	1.52e-05	0.0704	0.577	143.946	8	45	114494	4
9342	2005	Jack's Mannequin	Everything In Transit (Non-PA Release)	0.389	0.954	3	-3.945	1	0.126	0.00199	0.0	0.135	0.382	162.823	0	51	251933	4
9343	2005	My Chemical Romance/The Used	Under Pressure	0.528	0.897	2	-5.943	1	0.0589	0.00134	0.0	0.19	0.29	125.009	0	50	211733	4
9344	2015	Sam Smith	In The Lonely Hour (Drowning Shadows Edition)	0.24	0.232	0	-8.934	1	0.0351	0.948	3.06e-05	0.11	0.182	74.612	90	61	177690	4
9345	2009	U2	No Line On The Horizon	0.454	0.75	4	-5.857	1	0.0359	0.000374	0.00122	0.106	0.217	100.016	81	32	252400	4
9346	2000	Lewis Black	The White Album	0.618	0.729	7	-5.712	1	0.889	0.719	0.0	0.701	0.453	88.006	47	21	251200	4
9347	2017	Mahgreb Machine	Aum Boreal	0.0792	0.186	8	-22.858	1	0.04	0.959	0.918	0.291	0.039	81.332	50	63	184000	4
9348	2001	Immortal Technique	Revolutionary Vol. 1	0.742	0.681	1	-8.687	1	0.385	0.35	0.000431	0.102	0.661	87.605	58	39	227800	4
9349	2000	Alice DJ	Who Needs Guitars Anyway?	0.651	0.836	2	-7.825	1	0.0309	0.000489	0.794	0.0539	0.628	137.048	59	45	210147	4
9350	2005	Calle 13	Calle 13 (Explicit Version)	0.826	0.698	10	-6.157	0	0.404	0.0795	0.0	0.0751	0.602	94.986	74	36	253533	4
9351	2016	Sam Kim	Guardian (Original Television Soundtrack) Part 6	0.463	0.449	8	-5.993	0	0.0293	0.803	6.99e-06	0.124	0.23	131.751	55	56	255464	4
9352	2010	Big Boi	Sir Lucious Left Foot...The Son Of Chico Dusty (Deluxe)	0.715	0.697	4	-6.047	0	0.187	0.099	0.0	0.166	0.349	159.239	62	32	222080	4
9353	2015	Zacarias Ferreira	Quiero Ser Tu Amor	0.83	0.787	0	-6.037	1	0.0312	0.49	5.73e-05	0.196	0.904	140.052	61	53	219587	4
9354	2017	Grupo Legitimo	Esperándote	0.778	0.867	5	-4.919	1	0.0356	0.549	0.0	0.0916	0.724	113.486	57	48	189846	4
9355	2015	Gin Wigmore	Blood To Bone	0.75	0.918	5	-2.529	0	0.14	0.124	7.14e-06	0.114	0.67	96.513	53	44	166480	4
9356	2017	Common Kings	Lost In Paradise	0.802	0.731	5	-6.27	0	0.279	0.044	0.0	0.285	0.832	79.958	59	44	195366	4
9357	2013	Jeremy Soule	The Elder Scrolls V: Skyrim: Original Game Soundtrack	0.0599	0.0937	5	-24.523	1	0.0441	0.943	0.962	0.124	0.0308	59.918	65	44	396835	4
9358	2001	Prefuse 73	Vocal Studies and Uprock Narratives	0.748	0.54	7	-8.916	1	0.116	0.559	3.1e-05	0.0962	0.687	89.983	41	34	230800	4
9359	2011	Johannes Brahms	Brahms: Symphonies 1-4	0.0818	0.0218	0	-28.778	0	0.0409	0.965	0.841	0.104	0.0616	172.879	64	53	374733	3
9360	2012	3BallMTY	Inténtalo Deluxe Edition 2012	0.761	0.865	0	-4.908	0	0.0429	0.291	2.5e-05	0.279	0.945	131.984	50	35	190680	4
9361	2015	Carly Rae Jepsen	Emotion	0.703	0.91	2	-4.095	0	0.0411	0.0121	0.000417	0.0687	0.829	112.042	74	50	222280	4
9362	2015	Drake	If You're Reading This It's Too Late	0.891	0.515	2	-8.717	1	0.0545	0.0151	2.11e-05	0.414	0.116	110.043	100	59	177840	4
9363	2014	Vance Joy	Dream Your Life Away (Special Edition)	0.434	0.393	11	-7.738	1	0.0343	0.487	2.73e-05	0.129	0.127	171.945	79	49	210320	3
9364	2013	Speaker Knockerz	Married to the Money	0.655	0.727	4	-4.317	1	0.048	0.02	0.0	0.0426	0.371	140.079	61	39	180160	4
9365	2016	Tash Sultana	Notion - EP	0.352	0.414	4	-6.6	0	0.0254	0.391	0.00831	0.185	0.0688	60.042	71	61	341000	4
9366	2014	Rick Ross	Mastermind (Deluxe)	0.739	0.52	9	-6.301	1	0.0679	0.0754	0.0	0.382	0.247	126.041	79	51	289627	4
9367	2016	Mike Posner	At Night, Alone.	0.754	0.653	8	-7.119	0	0.265	0.518	4.51e-05	0.56	0.558	150.953	74	46	189187	4
9368	2011	Switchfoot	Vice Verses (Deluxe)	0.618	0.232	9	-11.783	1	0.0297	0.827	0.00139	0.112	0.0973	139.917	64	36	307920	4
9369	2000	Basilio	Súper Exitos	0.516	0.527	7	-10.727	0	0.0368	0.483	0.0474	0.429	0.751	131.697	49	30	248200	3
9370	2000	Nickel Creek	Nickel Creek	0.635	0.648	9	-8.462	1	0.0412	0.599	1.64e-05	0.0494	0.889	120.491	51	38	150040	4
9371	2012	Josh WaWa White	Line Em Up	0.861	0.238	7	-11.367	1	0.147	0.311	2.13e-06	0.0257	0.792	90.009	43	49	289072	4
9372	2017	Ivy Adara	Famous	0.616	0.663	6	-5.056	0	0.0403	0.0988	0.0	0.161	0.184	94.02	61	63	223592	4
9373	2001	Rachel Portman	Chocolat (Original Motion Picture Soundtrack)	0.18	0.0382	2	-22.028	0	0.0452	0.983	0.0141	0.15	0.0593	69.897	62	62	187467	3
9374	2011	VNV Nation	Automatic	0.454	0.655	6	-8.725	1	0.0284	0.00677	0.00147	0.106	0.0902	100.04	54	33	365600	3
9375	2012	Hillsong Chapel	Forever Reign (Live)	0.326	0.472	6	-8.484	0	0.0297	0.272	0.0	0.268	0.119	137.322	45	30	486040	4
9376	2006	New Broadway Cast of A Chorus Line (2006)	A Chorus Line (New Broadway Cast Recording (2006))	0.554	0.352	7	-9.553	0	0.0373	0.765	0.0	0.259	0.344	132.111	0	34	356400	4
9377	2006	Tycho	Past Is Prologue	0.566	0.556	0	-9.312	1	0.0295	0.00748	0.898	0.122	0.266	75.983	63	45	310707	4
9378	2008	Jon Foreman	Limbs and Branches	0.641	0.874	9	-6.535	1	0.0811	0.0436	3.78e-05	0.0346	0.762	136.017	49	27	245133	4
9379	2009	Trevor Hall	Trevor Hall	0.59	0.416	11	-8.662	1	0.0374	0.77	0.0	0.109	0.526	124.893	62	53	200040	4
9380	2004	Feist	Let It Die	0.782	0.433	7	-14.422	1	0.0705	0.836	0.00984	0.0872	0.359	101.199	63	33	229373	4
9381	2007	Various Artists	Think Twice Riddim	0.791	0.626	5	-4.43	0	0.0298	0.0955	0.0	0.185	0.889	97.014	8	43	296464	4
9382	2013	Yung Lean	Kyoto	0.623	0.716	11	-7.449	0	0.207	0.22	2.54e-06	0.113	0.203	116.914	68	61	270000	4
9383	2012	Various Artists	Dr. Seuss' How The Grinch Stole Christmas!	0.421	0.218	0	-11.451	1	0.027	0.9	5.75e-06	0.535	0.293	59.489	8	39	89120	4
9384	2008	Seventh Wonder	Mercy Falls	0.487	0.978	8	-4.15	1	0.0642	2.65e-05	0.000513	0.242	0.545	115.01	45	37	466480	4
9385	2001	Perry Como	A Perry Como Christmas	0.513	0.287	10	-13.971	1	0.0353	0.672	4.59e-06	0.0677	0.833	184.346	68	24	169160	4
9386	2013	R.E.M.	Green (25th Anniversary Deluxe Edition)	0.565	0.709	6	-10.403	0	0.0388	0.000772	0.00371	0.185	0.662	120.704	75	48	231640	4
9387	2003	Mushroomhead	XIII	0.333	0.666	10	-12.504	1	0.128	0.504	0.971	0.394	0.464	124.491	50	24	325360	3
9388	2002	The U.S. Marine Corps	Workout to the Running Cadences U.S. Marines, Vol. 1 (Percussion Added)	0.792	0.513	10	-11.476	0	0.802	0.711	0.0	0.145	0.704	162.072	42	19	102374	4
9389	2007	The Little Series	Dream a Little	0.516	0.106	11	-17.519	0	0.0333	0.776	0.947	0.0995	0.0895	87.996	40	28	131320	4
9390	2001	Los Askis	Recuerdos Andinos	0.641	0.558	7	-6.439	0	0.0381	0.556	1.5e-06	0.336	0.897	176.926	55	27	357373	4
9391	2009	Rob Thomas	cradlesong	0.64	0.779	6	-7.046	1	0.0296	0.0343	8.28e-05	0.0702	0.969	128.019	65	29	235480	4
9392	2006	Nickel Creek	Reason's Why (The Very Best)	0.628	0.345	4	-12.036	1	0.0304	0.71	0.0578	0.114	0.331	140.985	51	30	178933	4
9393	2017	Lil Skies	Life of a Dark Rose	0.654	0.763	5	-5.486	0	0.0638	0.111	1.85e-05	0.066	0.457	160.929	85	64	180539	4
9394	2010	Puddle Of Mudd	Best Of	0.404	0.938	6	-3.575	0	0.112	7.21e-05	0.0	0.0725	0.291	130.048	65	28	196107	4
9395	2016	Ta-ku	Love Somebody	0.493	0.483	6	-10.987	1	0.0364	0.491	0.0207	0.107	0.215	94.992	56	44	208421	4
9396	2009	Parachute	Losing Sleep (Deluxe Edition)	0.39	0.593	6	-5.199	1	0.0341	0.023	0.0	0.216	0.189	165.42	61	45	231453	4
9397	2007	Jordin Sparks	Jordin Sparks	0.466	0.759	8	-4.978	0	0.199	0.0521	0.0	0.0587	0.328	160.033	68	71	264373	4
9398	2013	Drowning Pool	Resilience (Deluxe)	0.41	0.935	6	-3.924	1	0.0546	1.83e-05	8.7e-06	0.162	0.396	173.051	65	40	193029	4
9399	2010	Lady Gaga	The Remix	0.737	0.796	9	-4.6	1	0.261	0.00164	0.00174	0.22	0.899	127.972	93	28	320413	3
9400	2007	Pokémon	Pokemon X - Ten Years Of Pokemon	0.709	0.837	9	-5.365	1	0.0346	0.0461	0.0	0.0641	0.745	112.001	53	36	233693	4
9401	2017	Pentatonix	A Pentatonix Christmas Deluxe	0.595	0.29	4	-9.502	1	0.0396	0.618	0.0	0.326	0.649	122.9	80	57	184680	4
9402	2000	Nancy Wilson	Today, Tomorrow, Forever	0.684	0.441	0	-11.291	1	0.186	0.612	0.0	0.136	0.702	93.903	55	20	120760	4
9403	2000	Carl Thomas	Emotional	0.552	0.403	8	-9.529	0	0.0354	0.692	0.000249	0.185	0.241	121.663	52	31	308533	4
9404	2013	Scotty McCreery	See You Tonight	0.604	0.684	7	-6.107	1	0.0263	0.0459	5.19e-05	0.185	0.498	151.996	65	34	208587	4
9405	2005	Datarock	Datarock Datarock	0.72	0.931	7	-5.542	1	0.0394	0.00783	0.0332	0.153	0.68	130.011	40	33	188107	4
9406	2008	Julio Chaidez	"""14 Exitos"" A Cada Instante"	0.888	0.334	1	-5.853	0	0.0901	0.52	1.24e-06	0.0821	0.891	112.052	47	30	164240	4
9407	2007	Ween	La Cucaracha	0.669	0.406	0	-9.819	0	0.0283	0.352	0.000287	0.119	0.437	76.044	60	30	156773	4
9408	2007	The Meteors	The Lost Album	0.626	0.86	5	-8.986	0	0.0598	0.909	0.102	0.123	0.875	109.469	41	38	173107	4
9409	2010	VaShawn Mitchell	Triumphant (Live)	0.404	0.94	0	-3.261	1	0.235	0.00922	0.0	0.121	0.398	159.951	48	41	384080	4
9410	2012	Various Artists	The Hunger Games: Songs From District 12 And Beyond	0.384	0.493	4	-14.332	0	0.0364	0.477	0.0218	0.139	0.286	84.387	8	39	313307	4
9411	2011	Daniel Tosh	Happy Thoughts	0.561	0.96	1	-5.781	1	0.93	0.776	0.0	0.69	0.236	88.824	56	46	334680	4
9412	2005	Rayito Colombiano	Me Dediqué A Perderte	0.889	0.499	1	-7.412	0	0.0864	0.025	0.00698	0.14	0.392	97.43	58	26	202107	4
9413	2009	Kasabian	West Ryder Pauper Lunatic Asylum	0.367	0.991	6	-2.561	0	0.0719	0.112	0.0276	0.0792	0.479	175.049	68	46	249947	4
9414	2003	Mushroomhead	XIII	0.601	0.988	6	-4.332	0	0.126	6.59e-05	1.02e-05	0.197	0.635	113.13	50	28	178813	4
9415	2001	Cri-Cri	Las 100 Clásicas de Cri Cri Vol. 1	0.289	0.247	2	-10.517	1	0.0302	0.967	0.000433	0.0968	0.278	93.636	52	36	182587	4
9416	2015	Part Time	Virgo's Maze	0.663	0.602	5	-7.865	0	0.0328	3.57e-05	0.0218	0.142	0.678	122.237	52	39	243432	4
9417	2002	Ugly Casanova	Sharpen Your Teeth (Bonus Track Version)	0.679	0.354	7	-13.97	1	0.163	0.765	0.00458	0.357	0.415	79.854	41	23	189747	4
9418	2008	Dirty Heads	Any Port In A Storm (Special Edition)	0.874	0.588	9	-6.081	1	0.317	0.284	0.0	0.119	0.504	111.931	69	44	207960	4
9419	2009	Robert Schumann	Schumann: Scenes from Childhood	0.412	0.00336	4	-39.934	0	0.0591	0.994	0.93	0.0692	0.0939	123.022	62	32	143027	4
9420	2008	TobyMac	Portable Sounds (With Bonus Remixes)	0.571	0.937	5	-3.353	1	0.0574	0.0071	9.93e-05	0.32	0.821	169.975	70	49	230280	4
9421	2015	HNNY	Sunday	0.761	0.263	0	-14.762	0	0.0473	0.12	0.239	0.0996	0.315	107.991	51	53	305777	4
9422	2013	Grandtheft	Mobbin / Give Me More	0.741	0.919	9	-1.338	0	0.0788	0.0407	0.602	0.162	0.377	160.044	50	38	266202	4
9423	2000	Leroy Smart	Keep the Pressure Down	0.91	0.518	5	-14.395	0	0.0716	0.242	0.886	0.0836	0.982	141.733	30	30	188893	4
9424	2001	CeCe Peniston	20th Century Masters: The Millennium Collection: Best of CeCe Peniston	0.78	0.818	6	-8.197	1	0.0431	0.00287	0.0134	0.117	0.669	104.991	53	29	270200	4
9425	2007	Maroon 5	It Won't Be Soon Before Long.	0.746	0.709	7	-4.946	1	0.0351	0.0114	1.11e-06	0.0628	0.414	119.972	90	39	243627	4
9426	2017	Jaden Smith	SYRE	0.515	0.391	2	-11.109	0	0.0575	0.227	0.0	0.355	0.47	144.487	81	61	186176	4
9427	2002	Phantom Planet	The Guest	0.532	0.896	9	-4.424	1	0.0416	0.0615	0.0	0.307	0.678	127.682	56	32	206733	4
9428	2004	Daddy Yankee	Barrio Fino (Bonus Track Version)	0.577	0.562	4	-7.02	0	0.0487	0.0762	0.0	0.367	0.461	176.024	89	38	155547	4
9429	2000	Various Artists	Ultra-Lounge/Christmas Cocktails	0.335	0.232	0	-18.846	0	0.0319	0.848	0.00042	0.147	0.25	114.771	8	18	137933	4
9430	2015	Craig Armstrong	Far from the Madding Crowd (Original Motion Picture Soundtrack)	0.15	0.18	7	-17.732	0	0.0384	0.971	0.841	0.125	0.0381	83.62	65	50	181093	4
9431	2002	El Coyote Y Su Banda Tierra Santa	Puras Rancheras	0.403	0.674	7	-4.353	1	0.0513	0.593	0.000134	0.187	0.964	188.989	62	26	160067	3
9432	2012	Chris Cagle	Back in the Saddle	0.503	0.838	7	-4.529	1	0.0525	0.197	0.0	0.0411	0.541	160.159	59	42	234320	4
9433	2006	Mutemath	Mutemath	0.476	0.961	1	-4.472	1	0.0502	0.000727	0.000346	0.362	0.803	164.043	56	34	269920	4
9434	2017	XXXTENTACION	17	0.597	0.113	0	-34.475	1	0.954	0.461	0.000393	0.148	0.313	81.311	98	66	50748	5
9435	2010	Lenny Welch	Lenny Welch's Best	0.301	0.163	8	-11.089	1	0.031	0.843	0.0	0.126	0.355	87.23	23	29	174040	3
9436	2016	Metronomy	Summer 08	0.825	0.322	9	-14.413	0	0.0736	0.579	0.672	0.0779	0.889	140.016	63	45	223782	4
9437	2001	Zero 7	Simple Things	0.301	0.444	1	-9.022	0	0.0376	0.228	0.525	0.103	0.0523	133.911	62	27	335800	4
9438	2016	GameChops	Dearly Beloved (Kingdom Hearts Remix)	0.556	0.282	3	-8.444	1	0.031	0.234	0.909	0.0865	0.0979	140.012	59	43	219438	4
9439	2006	Mutemath	Mutemath	0.303	0.637	0	-6.657	0	0.043	0.000154	0.928	0.12	0.252	81.763	56	27	72960	4
9440	2008	The Briggs	Come All You Madmen	0.67	0.897	0	-3.49	1	0.0663	0.00882	0.0	0.447	0.804	140.0	33	27	150480	4
9441	2016	Lake Street Dive	Side Pony	0.454	0.575	0	-6.065	1	0.0393	0.00352	0.0235	0.101	0.0755	149.188	64	44	227160	4
9442	2010	Nova y Jory	Matador (Official Remix)	0.679	0.632	11	-9.038	0	0.158	0.0203	0.0	0.15	0.73	178.026	53	41	272823	4
9443	2001	Marc Anthony	Libre	0.688	0.82	4	-4.212	1	0.0374	0.382	1.33e-06	0.0846	0.572	92.026	81	25	230493	4
9444	2016	Lund	Rx Luv	0.675	0.726	8	-1.696	0	0.0313	0.0619	2.86e-05	0.0945	0.591	155.953	67	54	218462	4
9445	2002	Eminem	The Eminem Show (Edited Version)	0.924	0.647	7	-3.349	1	0.0712	0.00317	0.0	0.193	0.678	112.239	96	36	290120	4
9446	2004	Claudio Monteverdi	Psalmus 109. dixit dominus	0.184	0.157	9	-17.417	0	0.044	0.979	0.000423	0.167	0.0805	170.643	51	47	437160	5
9447	2011	David Crowder Band	Oh For Joy	0.167	0.342	11	-8.637	1	0.0343	0.0575	1.64e-05	0.113	0.0861	183.954	55	29	303547	3
9448	2000	Bibi und Tina	Folge 40: Gefahr für Falkenstein	0.755	0.448	0	-17.831	1	0.931	0.47	0.0	0.487	0.617	56.74	76	28	97220	4
9449	2014	R. Kelly	The Essential R. Kelly	0.75	0.63	5	-5.511	0	0.0904	0.0623	0.0	0.107	0.722	97.038	74	40	297213	4
9450	2016	Cardi B	Gangsta Bitch Music Vol 1	0.789	0.624	4	-7.425	1	0.137	0.0161	3.35e-05	0.307	0.56	147.99	94	58	166217	4
9451	2006	Godsmack	IV	0.421	0.888	10	-5.959	1	0.0384	5.82e-06	6.57e-06	0.142	0.574	90.747	71	38	217667	4
9452	2004	Jackson Browne	The Very Best Of Jackson Browne	0.514	0.846	4	-5.847	1	0.0418	0.153	1.23e-06	0.569	0.522	137.995	65	27	234987	4
9453	2005	Beastie Boys	Solid Gold Hits	0.306	0.948	6	-4.246	0	0.116	0.00136	0.376	0.107	0.603	168.107	71	41	178387	4
9454	2010	Gerardo Ortiz	Ni Hoy Ni Manana	0.678	0.894	11	-2.093	1	0.0537	0.522	0.0	0.299	0.939	115.13	77	55	237827	3
9455	2012	Various Artists	Christmas Jazz	0.703	0.262	0	-18.166	1	0.0552	0.933	0.908	0.106	0.585	119.596	8	51	171227	4
9456	2004	D12	D-12 World	0.679	0.859	6	-5.48	0	0.342	0.0374	0.0	0.131	0.791	177.286	67	43	354827	4
9457	2017	Nickelback	Feed the Machine	0.536	0.953	11	-4.689	1	0.0365	0.0684	0.0	0.132	0.725	142.02	78	57	214649	4
9458	2017	Ledisi	Let Love Rule	0.674	0.695	8	-5.883	0	0.127	0.0367	0.0	0.0706	0.635	90.019	56	51	208960	4
9459	2000	Inspiraciòn	Congregacional, Vol. 1	0.306	0.904	9	-4.895	0	0.0784	0.106	0.0	0.834	0.318	160.4	44	21	193013	4
9460	2013	Russ	Color Blind	0.67	0.729	8	-3.182	1	0.312	0.0903	0.0	0.0738	0.516	166.165	84	38	190903	4
9461	2004	In Flames	Soundtrack To Your Escape (Reissue 2014)	0.519	0.952	10	-5.258	0	0.0675	0.000315	0.299	0.0689	0.298	104.76	67	40	204760	4
9462	2008	Emarosa	Relativity	0.21	0.269	9	-8.071	1	0.0329	0.552	0.011	0.643	0.0385	82.726	56	30	60747	5
9463	2012	John Baumann	West Texas Vernacular	0.654	0.672	7	-7.986	1	0.0295	0.363	0.0	0.0947	0.842	133.992	41	31	240653	4
9464	2005	Steel Pulse	Earth Crisis	0.79	0.722	11	-8.527	0	0.0372	0.0864	8.62e-06	0.0404	0.92	93.452	58	31	373640	4
9465	2005	Cream	Royal Albert Hall London May 2-3-5-6 2005	0.428	0.74	7	-8.247	1	0.0645	0.0271	0.000108	0.816	0.504	111.519	66	30	201680	4
9466	2012	Demetri Martin	Standup Comedian	0.446	0.952	6	-8.42	0	0.936	0.904	2.85e-05	0.495	0.312	107.01	50	51	331520	3
9467	2002	Joel Higuera Con Su Nuevo Grupo	Impacto De Amor	0.836	0.652	0	-9.197	1	0.0643	0.104	8.46e-06	0.0723	0.961	129.648	14	22	199920	4
9468	2008	Julio Chaidez	"""14 Exitos"" A Cada Instante"	0.874	0.387	11	-8.1	1	0.109	0.458	1.45e-05	0.0904	0.945	109.153	47	25	165173	1
9469	2006	Sugarcult	Lights Out	0.409	0.942	8	-3.993	1	0.0789	9.95e-05	0.0	0.137	0.661	158.197	56	28	175200	4
9470	2008	Bill Burr	Why Do I Do This	0.507	0.791	3	-11.318	0	0.951	0.864	1.47e-06	0.803	0.422	61.415	58	38	230907	3
9471	2011	WWE	I Came To Play (The Miz)	0.518	0.908	2	-5.44	1	0.0709	9.28e-05	1.21e-06	0.69	0.463	92.02	67	45	296967	4
9472	2001	Built To Spill	Ancient Melodies Of The Future	0.34	0.551	0	-6.785	1	0.0274	0.013	0.0136	0.228	0.28	109.865	55	42	274645	4
9473	2001	La Ley	La Ley MTV Unplugged	0.253	0.147	7	-16.467	1	0.0427	0.921	0.000297	0.708	0.0396	90.2	66	38	317067	3
9474	2003	Maggie Fu	傅珮嘉	0.547	0.408	0	-8.737	1	0.0638	0.85	0.0	0.129	0.288	131.093	37	38	221627	4
9475	2014	Dustin Tebbutt	The Breach EP	0.642	0.479	2	-8.682	1	0.0285	0.652	0.355	0.0875	0.298	80.993	64	43	270146	4
9476	2000	Niccolò Paganini	Paganini: 24 Caprices	0.573	0.103	3	-18.053	1	0.0577	0.982	0.833	0.154	0.569	157.281	53	27	190573	4
9477	2012	Rihanna	Talk That Talk (Deluxe)	0.524	0.726	11	-7.58	0	0.0788	0.0828	0.0	0.539	0.381	139.919	91	45	217440	4
9478	2009	Mat Kearney	City Of Black & White	0.328	0.378	5	-9.036	1	0.0304	0.752	0.00736	0.108	0.19	142.941	65	32	252680	4
9479	2010	jeremy messersmith	The Reluctant Graveyard	0.347	0.136	1	-13.677	0	0.0346	0.77	7.47e-05	0.133	0.457	178.821	42	42	187547	4
9480	2007	Damien Rice	Live At Fingerprints: Warts And All	0.321	0.422	7	-7.687	1	0.029	0.143	0.0	0.955	0.458	98.238	66	26	238653	4
9481	2004	Carpenters	Carpenters Gold (35th Anniversary Edition)	0.669	0.644	7	-9.82	1	0.0489	0.394	3.49e-06	0.0477	0.918	99.041	71	34	218867	4
9482	2001	The Psychedelic Furs	Greatest Hits	0.349	0.837	2	-9.066	1	0.0743	0.0119	0.083	0.311	0.609	134.758	58	26	238773	4
9483	2001	Alicia Villarreal	Soy Lo Prohibido	0.65	0.676	5	-6.142	1	0.0524	0.663	0.000792	0.152	0.924	86.621	60	35	342213	4
9484	2011	Various Artists	DJ EFX Presents: Coast 2 Coast 128	0.519	0.81	8	-5.629	1	0.179	0.0196	0.0	0.163	0.515	148.094	8	54	221013	4
9485	2014	Epic Score	Journey Beyond The Sky - ES028	0.48	0.714	8	-7.93	1	0.032	0.000169	0.985	0.0615	0.412	77.503	50	43	133017	4
9486	2017	Franc Moody	Dopamine	0.818	0.562	10	-7.779	0	0.0356	0.0987	0.813	0.355	0.57	125.03	57	58	243946	4
9487	2017	Various Artists	Call Me by Your Name (Original Motion Picture Soundtrack)	0.252	0.314	5	-18.197	0	0.0407	0.942	0.676	0.0892	0.2	75.056	8	57	247808	4
9488	2010	Small Black	New Chain	0.461	0.949	5	-5.171	0	0.125	0.0601	0.823	0.743	0.514	97.932	56	30	217853	4
9489	2015	Kid Rock	First Kiss	0.615	0.889	4	-2.539	1	0.0371	0.00388	0.0	0.0947	0.659	131.96	70	52	280347	4
